DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
USA;BOG;39110;6311;95
USA;BOG;676925;168016;6
USA;BOG;3250;387;5
USA;BOG;13480;3106;4
USA;BOG;1780;605;6
USA;BOG;12580;2795;64
USA;BOG;505;2564;10229206
USA;BOG;13;17;55
USA;BOG;17700;1951;95
USA;BOG;11750;1001;5
USA;BOG;120;80;4
USA;BOG;38250;11579;46314957
USA;BOG;397423;63875;32
USA;BOG;345474;57102;52
USA;BOG;1088;1403;52
USA;BOG;1500;3497;86
USA;BOG;4462;10577;44
USA;BOG;3623;11623;97
USA;BOG;51248;16572;2
USA;BOG;20792;3714;91
USA;BOG;157976;27822;27
USA;BOG;35000;7474;7
USA;BOG;950;595;93
USA;BOG;18712;8196;16
USA;BOG;72;1149;12
USA;BOG;3;1246;32
USA;BOG;2;104;4
USA;BOG;2;608;4
USA;BOG;0;8;52
USA;BOG;1;7;47
USA;BOG;7600;141793;565878847
USA;BOG;560;3167;5
USA;BOG;509;7856;22
USA;BOG;3054;53716;3
USA;BOG;126;2318;4
USA;BOG;13;310;7
USA;BOG;1;1181;19
USA;BOG;6;1900;73
USA;BOG;4;364;4
USA;BOG;1;1487;18
USA;BOG;1;5351;4
USA;BOG;2;2636;98
USA;BOG;5;620;77
USA;BOG;1;744;46
USA;BOG;1;986;7
USA;BOG;1;1529;5
USA;BOG;1;1207;34
USA;BOG;1;323;3
USA;BOG;11;15585;3
USA;BOG;4;384;35
USA;BOG;6;1598;13
USA;BOG;9;3797;84
USA;BOG;6;1335;16
USA;BOG;1;722;75
USA;BOG;1;660;47
USA;BOG;2;291;85
USA;BOG;1;931;14
USA;BOG;1;3979;48
USA;BOG;1;1476;58
USA;BOG;4;1887;27
USA;BOG;1;73;22
USA;BOG;34;17101;66
USA;BOG;1;142;45
USA;BOG;1;2252;46
USA;BOG;14;21872;4
USA;BOG;1;314;78
USA;BOG;5;199;34
USA;BOG;3;124;8
USA;BOG;1;2287;66
USA;BOG;2;406;98
USA;BOG;1;382;34
USA;BOG;1;2;1
USA;BOG;8;1090;56
USA;BOG;2;158;98
USA;BOG;19;17819;4
USA;BOG;2;579;72
USA;BOG;15;14568;48
USA;BOG;12;26562;99
USA;BOG;1;2784;17
USA;BOG;32;1582;56
USA;BOG;0;74;45
USA;BOG;49;9354;49
USA;BOG;1;815;4
USA;BOG;1;208;62
USA;BOG;1;188;54
USA;BOG;1;7992;89
USA;BOG;31;13124;84
USA;BOG;15;33862;8
USA;BOG;2;1099;21
USA;BOG;3;710;82
USA;BOG;1;121;18
USA;BOG;1;4010;73
USA;BOG;246;91432;69
USA;BOG;1;10898;28
USA;BOG;13;26223;96
USA;BOG;1;165;95
USA;BOG;8;92389;18
USA;BOG;1;1679;94
USA;BOG;6;3329;16
USA;BOG;4;5323;74
USA;BOG;390;1950;7797094
USA;BOG;188;1368;75
USA;BOG;195;702;2806954
USA;BOG;4066;12585;50321248
USA;BOG;2422;35297;2
USA;BOG;2;168;92
USA;BOG;1;450;73
USA;BOG;17;757;91
USA;BOG;309;8196;6
USA;BOG;1;968;49
USA;BOG;5;574;2
USA;BOG;3;1578;26
USA;BOG;1;135;48
USA;BOG;1;222;51
USA;BOG;1;66;64
USA;BOG;320;3;2
USA;BOG;926;9;26
USA;BOG;2;3928;34
USA;BOG;19296;3774;15093848
USA;BOG;1600;470;84
USA;BOG;231089;37372;6
USA;BOG;188686;31072;46
USA;BOG;1320;507;2019127
USA;BOG;2265;9602;98
USA;BOG;214;6002;47
USA;BOG;28;952;38
USA;BOG;25325;11264;3
USA;BOG;16700;5402;21733380
USA;BOG;7626;1485;94
USA;BOG;1900;582;2
USA;BOG;14600;656;2618017
USA;BOG;450;15750;62305110
USA;BOG;320;5628;8
USA;BOG;1640;1804;7063435
USA;BOG;50;5;19577
USA;BOG;8;520;2050375
USA;BOG;7;343;1352459
USA;BOG;11;180;1
USA;BOG;37;1205;4751351
USA;BOG;11;672;2649716
USA;BOG;3;102;402189
USA;BOG;102;1220;6
USA;BOG;311;7301;72
USA;BOG;76;2324;2
USA;BOG;14;87;18
USA;BOG;2547;1035506;14
USA;BOG;1;49114;37
USA;BOG;2;3200;12529376
USA;BOG;1;1459;49
USA;BOG;2;140;552024
USA;BOG;2;860;3391005
USA;BOG;60;120;479989
USA;BOG;9322;4792;47
USA;BOG;9463;9060;58
USA;BOG;347;819052;3273295740
USA;BOG;32;160;628491
USA;BOG;4;42;160526
USA;BOG;2;24;91729
USA;BOG;1;5300;20842727
USA;BOG;6;2;2
USA;BOG;0;2;32
USA;BOG;200;40;160928
USA;BOG;550;61;5
USA;BOG;10968;1558;52
USA;BOG;5710;1247;81
USA;BOG;6730;1037;4
USA;BOG;1080;228;902141
USA;BOG;654;4271;86
USA;BOG;1182;18899;88
USA;BOG;2016;35324;64
USA;BOG;118;2230;2
USA;BOG;54;696;6
USA;BOG;8;4078;16132078
USA;BOG;1;1500;5873145
USA;BOG;14700;2205;8796957
USA;BOG;43300;5927;5
USA;BOG;46550;13539;5
USA;BOG;2287382;567354;5
USA;BOG;1018907;164779;67
USA;BOG;1271261;217592;72
USA;BOG;23500;3607;2
USA;BOG;105921;99744;27
USA;BOG;207;423;3
USA;BOG;1976;5096;38
USA;BOG;362;1001;38
USA;BOG;306;796;57
USA;BOG;14;59;97
USA;BOG;8;166;44
USA;BOG;0;11;44
USA;BOG;5;70;1
USA;BOG;57;917;18
USA;BOG;121;1997;2
USA;BOG;2931503;842595;91
USA;BOG;426810;91646;52
USA;BOG;345156;51125;49
USA;BOG;2436;892;84
USA;BOG;6022;3522;68
USA;BOG;6462;1373;85
USA;BOG;3642;509;88
USA;BOG;1179;281;1
USA;BOG;701;315;45
USA;BOG;211901;532153;2109510920
USA;BOG;53580;9679;38
USA;BOG;2266;16789;22
USA;BOG;1996;9389;57
USA;BOG;22;62;72
USA;BOG;12161;69075;35
USA;BOG;54;570;24
USA;BOG;7968;44927;1
USA;BOG;2304;15608;96
USA;BOG;33900;267356;56
USA;BOG;3521;12592;5
USA;BOG;152772;765985;1
USA;BOG;1000;80;318652
USA;BOG;101;215;82
USA;BOG;256;607;46
USA;BOG;69;129;55
USA;BOG;127;269;33
USA;BOG;10;31;48
USA;BOG;84;412;26
USA;BOG;3;8;32
USA;BOG;339;2662;27
USA;BOG;35;244;45
USA;BOG;28;141;26
USA;BOG;16;18240;71417443
USA;BOG;45;5820;45
USA;BOG;750;5063;48
USA;BOG;828878;176005;5
USA;BOG;219800;29519;92
USA;BOG;362528;61169;32
USA;BOG;215600;19431;5
USA;BOG;242029;1115186;97
USA;BOG;531773;182508;57
USA;BOG;1774;259;48
USA;BOG;42377;6673;26513948
USA;BOG;699;97;86
USA;BOG;1684;591;56
USA;BOG;20103;3289;7
USA;BOG;612;275;76
USA;BOG;107922;38160;83
USA;BOG;4334;4949;59
USA;BOG;417;624;96
USA;BOG;444;2802;81
USA;BOG;1782;9951;2
USA;BOG;280;924;3687573
USA;BOG;496;2658;56
USA;BOG;1943;11026;43911777
USA;BOG;18508;48642;88
USA;BOG;2808;51792;204217409
USA;BOG;3138;30034;56
USA;BOG;10126461;2927534;8
USA;BOG;2386008;484240;95
USA;BOG;4660056;816880;57
USA;BOG;296712;333747;25
USA;BOG;113679;71805;89
USA;BOG;258769;125789;83
USA;BOG;17058;4357;77
USA;BOG;910;176;2
USA;BOG;1331852;1003871;93
USA;BOG;183821;62846;22
USA;BOG;27233;7902;33
USA;BOG;5705663;16627520;64
USA;BOG;5835;12952;57
USA;BOG;1290;504;6
USA;BOG;40000;7961;7
USA;BOG;182;17872;78
USA;BOG;92;6781;86
USA;BOG;998;18594;28
USA;BOG;324;33196;14
USA;BOG;2791;76126;11
USA;BOG;115;7109;3
USA;BOG;625;9000;35905950
USA;BOG;6144;133230;65
USA;BOG;212;544;71
USA;BOG;546;2014;63
USA;BOG;199;738;87
USA;BOG;2650;19231;33
USA;BOG;29;89;9
USA;BOG;2054;12030;88
USA;BOG;2360;13941;8
USA;BOG;1655;12605;75
USA;BOG;43;36881;34
USA;BOG;290;8960;34449497
USA;BOG;66025;510480;2029675935
USA;BOG;12;50165;199808528
USA;BOG;4;16180;64447367
USA;BOG;1;1900;7567985
USA;BOG;44;88;348194
USA;BOG;700;1800;7192056
USA;BOG;133949;64114;85
USA;BOG;222;3142;2
USA;BOG;22115;205389;24
USA;BOG;2674769;662031;84
USA;BOG;54815;9342;16
USA;BOG;625148;127883;6
USA;BOG;20318;5758;98
USA;BOG;72771;151550;48
USA;BOG;43430;54219;18
USA;BOG;44015;31076;55
USA;BOG;1110727;319589;13
USA;BOG;29863;25073;37
USA;BOG;3575195;1174591;69
USA;BOG;900;248;6
USA;BOG;2971;41465;82
USA;BOG;40;1912;34
USA;BOG;24;98;4
USA;BOG;1859;7219;89
USA;BOG;122;346;95
USA;BOG;141;495;1975485
USA;BOG;2749;20186;63
USA;BOG;700;1260;5018769
USA;BOG;4158;49976;34
USA;BOG;31162;141522;540904160
USA;BOG;15150;122006;25
USA;BOG;1050;24430;1
USA;BOG;925;7862;5
USA;BOG;300;2819;73
USA;BOG;970;8898;37
USA;BOG;11263;38786;68
USA;BOG;61;768;6
USA;BOG;7194;26080;78
USA;BOG;48865;126881;31
USA;BOG;101;1795;65
USA;BOG;21;745;2978889
USA;BOG;255;2403;36
USA;BOG;469;8597;94
USA;BOG;91;3314;2
USA;BOG;106;5390;21559514
USA;BOG;319;5181;23
USA;BOG;1450;55517;5
USA;BOG;78;3363;87
USA;BOG;140;2990;11909618
USA;BOG;732;88219;69
USA;BOG;32;4613;29
USA;BOG;47;30;118290
USA;BOG;6;227;4
USA;BOG;1214;8331;7
USA;BOG;215;1872;65
USA;BOG;58080;2789;61
USA;BOG;330;9944;1
USA;BOG;54;4708;11
USA;BOG;42020;1031;95
USA;BOG;218;2983;2
USA;BOG;52;645;2539959
USA;BOG;300;1155;6
USA;BOG;33111;15880;37
USA;BOG;55;2312;9207540
USA;BOG;2;300;1194945
USA;BOG;95;6627;96
USA;BOG;364;7721;61
USA;BOG;18;3245;1
USA;BOG;2151;14562;58
USA;BOG;199;10986;2
USA;BOG;694;16015;37
USA;BOG;83;5729;52
USA;BOG;3613;38682;89
USA;BOG;1;142;54
USA;BOG;9362;44676;5
USA;BOG;5687;105374;91
USA;BOG;2000;47033;9
USA;BOG;0;3232;12927709
USA;BOG;16;15150;81
USA;BOG;31;3870;15152714
USA;BOG;23;750;69
USA;BOG;40;725;95
USA;BOG;4993;28465;4
USA;BOG;50;5;19742
USA;BOG;202;537;52
USA;BOG;80;484;3
USA;BOG;1132;2911;11
USA;BOG;57;862;66
USA;BOG;1;126;493344
USA;BOG;2;44;7
USA;BOG;24;8368;32764318
USA;BOG;7;90;81
USA;BOG;44;897;43
USA;BOG;792;7640;64
USA;BOG;852;7531;38
USA;BOG;12;588;2342092
USA;BOG;917;7115;92
USA;BOG;47;1256;61
USA;BOG;14;376;1497664
USA;BOG;4185;41751;3
USA;BOG;564;1448;4
USA;BOG;1740;9188;21
USA;BOG;328;3986;2
USA;BOG;2756;23512;22
USA;BOG;30;903;3596784
USA;BOG;6;120;469851
USA;BOG;72;211;5
USA;BOG;42;835;8
USA;BOG;326;2934;11731628
USA;BOG;2;96;382382
USA;BOG;17;1066;4246037
USA;BOG;21;696;2772272
USA;BOG;6;246;979854
USA;BOG;5438;77632;25
USA;BOG;334;4014;68
USA;BOG;34;1262;5026735
USA;BOG;1120;13518;4
USA;BOG;18;954;3799925
USA;BOG;942;8760;6
USA;BOG;614;6272;2
USA;BOG;5749;71198;79
USA;BOG;13785;213388;35
USA;BOG;1704;25924;52
USA;BOG;2408;37574;3
USA;BOG;1;19;99
USA;BOG;513;9307;54
USA;BOG;1411;22385;5
USA;BOG;2000;1534;15
USA;BOG;6;116;11
USA;BOG;300;1794;22
USA;BOG;5;5120;20188313
USA;BOG;8;12263;49033728
USA;BOG;91;831;12
USA;BOG;3;1638;6481172
USA;BOG;1983;3006322;11841712894
USA;BOG;9;484905;52
USA;BOG;3;164457;28
USA;BOG;23;3573;13989831
USA;BOG;126;4680;18372603
USA;BOG;12;98;28
USA;BOG;1;0;1
USA;BOG;1280;9488;13
USA;BOG;32;891;99
USA;BOG;5;14499;8
USA;BOG;1;278;73
USA;BOG;64;16087;6
USA;BOG;30;10313;8
USA;BOG;22;34983;54
USA;BOG;13;2833;3
USA;BOG;45;1192;9
USA;BOG;398;11780;62
USA;BOG;1250;10653;26
USA;BOG;1;0;1
USA;BOG;1;0;1
USA;BOG;6;5474;62
USA;BOG;4;343;48
USA;BOG;12;37539;2
USA;BOG;16;6007;2
USA;BOG;17;8743;85
USA;BOG;16;5127;78
USA;BOG;1;142;15
USA;BOG;6;2790;10952898
USA;BOG;13;13526;28
USA;BOG;80;1400;4
USA;BOG;1;5934;5
USA;BOG;82;924;26
USA;BOG;60;1084;75
USA;BOG;11;3821;35
USA;BOG;1;4150;16530072
USA;BOG;2;1870;32
USA;BOG;1060;20422;4
USA;BOG;1;2220;75
USA;BOG;4;5806;96
USA;BOG;4;5285;27
USA;BOG;1;13321;8
USA;BOG;135;2778;27
USA;BOG;1;14567;58246295
USA;BOG;4;11285;5
USA;BOG;2;2519;1
USA;BOG;31;97631;56
USA;BOG;170;7785;7
USA;BOG;1500;7875;31362187
USA;BOG;440;2691;3
USA;BOG;300;425;75
USA;BOG;45;3630;14389758
USA;BOG;7;2740;10803902
USA;BOG;1689;6475;38
USA;BOG;1044;5565;22257571
USA;BOG;390;2834;6
USA;BOG;408;1507;1
USA;BOG;13675;45103;95
USA;BOG;1;29260;114565481
USA;BOG;362;3625;72
USA;BOG;104;21701;92
USA;BOG;54;3234;54
USA;BOG;97;10430;11
USA;BOG;377;916;8
USA;BOG;40;850;3328115
USA;BOG;5300;60221;238227049
USA;BOG;50;100;399991
USA;BOG;150439;61511;18
USA;BOG;143;1113;16
USA;BOG;136;603;2380969
USA;BOG;4;60;92
USA;BOG;518;1379;7
USA;BOG;28;180;18
USA;BOG;947;8363;43
USA;BOG;1231;4950;79
USA;BOG;16869;47781;54
USA;BOG;0;2340;9256759
USA;BOG;468;4320;17089401
USA;BOG;9;46073;6
USA;BOG;32;4614;29
USA;BOG;1300;1430;5646412
USA;BOG;100;10;39485
USA;BOG;384;549;2190993
USA;BOG;810;987;2
USA;BOG;720;4324;5
USA;BOG;360;6555;25053537
USA;BOG;460;8565;33535657
USA;BOG;1;9268;33
USA;BOG;125;17331;25
USA;BOG;1405;1295;61
USA;BOG;0;200;799702
USA;BOG;6;35;4
USA;BOG;11200;11;2
USA;BOG;15;50;195771
USA;BOG;40;3;11999
USA;BOG;3;40;161808
USA;BOG;23;1030;6
USA;BOG;908;4540;17882317
USA;BOG;29;2500;9917418
USA;BOG;1;50;193572
USA;BOG;10;50;199125
USA;BOG;5;79;23
USA;BOG;0;20;85
USA;BOG;2;374;37
USA;BOG;0;2;8
USA;BOG;1;20;43
USA;BOG;1;35;138486
USA;BOG;8;161;84
USA;BOG;455;700;2799601
USA;BOG;10;50;193572
USA;BOG;0;284;5
USA;BOG;3;81;6
USA;BOG;0;1;36
USA;BOG;0;36;32
USA;BOG;20;200;799702
USA;BOG;0;25;5
USA;BOG;170;6511;26034298
USA;BOG;15;75;286653
USA;BOG;15;225;859961
USA;BOG;3;150;606783
USA;BOG;41;2500;9996275
USA;BOG;526;10000;39985100
USA;BOG;81;3500;13994785
USA;BOG;324;13497;52
USA;BOG;10;1104;65
USA;BOG;0;0;27
USA;BOG;4;81;9
USA;BOG;0;3221;6
USA;BOG;2;2145;92
USA;BOG;60;190;6
USA;BOG;1;172;9
USA;BOG;1;274118;1076124221
USA;BOG;1;3226;9
USA;BOG;2;4500;17921250
USA;BOG;1;21091;83
USA;BOG;2;28497;1
USA;BOG;2;293;4
USA;BOG;605;358044;18
USA;BOG;21;12525;96
USA;BOG;14;4312;16693692
USA;BOG;7;100145;92
USA;BOG;1;3971;55
USA;BOG;1;1458;1
USA;BOG;5;3000;11998290
USA;BOG;16;430480;1714666412
USA;BOG;1;31000;123953810
USA;BOG;55;652915;32
USA;BOG;1;1000;3932590
USA;BOG;1;20496;94
USA;BOG;13;10150;39915788
USA;BOG;1;4240;33
USA;BOG;1;15500;61976905
USA;BOG;1;8037;56
USA;BOG;1;2541;11
USA;BOG;1;10;26
USA;BOG;3;350;1337717
USA;BOG;126;1346;85
USA;BOG;1125;22;5
USA;BOG;19;19;4
USA;BOG;548;75;5
USA;BOG;150;1;5
USA;BOG;640;33;32
USA;BOG;4076;319;17
USA;BOG;800;51;2
USA;BOG;30;0;3
USA;BOG;3715;183;4
USA;BOG;57;54;71
USA;BOG;0;48;58
USA;BOG;3;31;74
USA;BOG;2;1790;25
USA;BOG;2;54950;218858878
USA;BOG;11;135;71
USA;BOG;3;34200;131492502
USA;BOG;1;4589;74
USA;BOG;3;61571;76
USA;BOG;56;32419;129627695
USA;BOG;4;68964;89
USA;BOG;1;34258;76
USA;BOG;2;2272;8989758
USA;BOG;1;2655;10207970
USA;BOG;1;1994;49
USA;BOG;20;2430;9594952
USA;BOG;7;58;38
USA;BOG;331;52477;8
USA;BOG;10;1176;4494730
USA;BOG;34;3978;8
USA;BOG;24;2224;6
USA;BOG;219;22068;35
USA;BOG;97;902;63
USA;BOG;143;1346;5
USA;BOG;555;4627;37
USA;BOG;5269;23165;84
USA;BOG;113;900;71
USA;BOG;4332;25492;2
USA;BOG;209;4513;83
USA;BOG;69;1490;4
USA;BOG;42;1420;8
USA;BOG;790;27510;108624335
USA;BOG;603;10612;8
USA;BOG;14;38956;155647134
USA;BOG;2;5875;23499471
USA;BOG;430;14272;56847516
USA;BOG;787;24191;92459211
USA;BOG;198;3484;8
USA;BOG;2;5730;22915169
USA;BOG;1112;16012;8
USA;BOG;152;19754;56
USA;BOG;938;5953;68
USA;BOG;5;314215;19
USA;BOG;5;309261;84
USA;BOG;9;224688;89
USA;BOG;1;23477;1
USA;BOG;1043;14495;82
USA;BOG;48;385;56
USA;BOG;688;9517;38
USA;BOG;41;192;78
USA;BOG;19400;1280;4
USA;BOG;2192028;394881;2
USA;BOG;98200;9969;5
USA;BOG;14400;1734;6817998
USA;BOG;205791;20873;21
USA;BOG;32525;4222;7
USA;BOG;29136;74957;55
USA;BOG;92016;23535;52
USA;BOG;1400;217;2
USA;BOG;3362;2732;75
USA;BOG;5360;1495;45
USA;BOG;4728;14792;8
USA;BOG;67500;6750;26989942
USA;BOG;90000;9270;37066187
USA;BOG;5605744;1346027;49
USA;BOG;2849571;454472;23
USA;BOG;3252394;576130;83
USA;BOG;28910;45141;7
USA;BOG;27273;39833;73
USA;BOG;193264;108825;37
USA;BOG;34482;17280;76
USA;BOG;5596;10215;14
USA;BOG;1545614;244334;46
USA;BOG;94387;20682;87
USA;BOG;40;17;2
USA;BOG;952372;2226454;6
USA;BOG;641;4561;65
USA;BOG;1178499;300526;74
USA;BOG;17330;2610;9
USA;BOG;125660;17755;9
USA;BOG;2520;606;9
USA;BOG;69;23;90985
USA;BOG;4650;2517;8
USA;BOG;140641;28254;4
USA;BOG;5900;1487;42
USA;BOG;1199472;440629;42
USA;BOG;2029;13339;12
USA;BOG;5000;41900;165751372
USA;BOG;104;4280;56
USA;BOG;180;7319;92
USA;BOG;497;6329;92
USA;BOG;205;16163;16
USA;BOG;257;3508;22
USA;BOG;400;4;15379
USA;BOG;2250;521;5
USA;BOG;26;56;223968
USA;BOG;36;266;1063848
USA;BOG;82;156549;23
USA;BOG;2700;270;1079597
USA;BOG;20850;2114;5
USA;BOG;900;90;359865
USA;BOG;6300;711;9
USA;BOG;89257;27824;28
USA;BOG;4588;669;64
USA;BOG;16105;2147;42
USA;BOG;3900;1034;4133407
USA;BOG;1250;125;499813
USA;BOG;8400;2730;10735970
USA;BOG;5007672;1149423;63
USA;BOG;2152486;316683;95
USA;BOG;1804919;295054;25
USA;BOG;162884;30092;25
USA;BOG;57002;23247;9
USA;BOG;56338;45415;96
USA;BOG;174293;38107;39
USA;BOG;744;1587;18
USA;BOG;1824580;282334;2
USA;BOG;18330;4032;6
USA;BOG;3515;2435;56
USA;BOG;1836271;4905186;95
USA;BOG;217;810;86
USA;BOG;39320;33011;2
USA;BOG;141822;324387;99
USA;BOG;14853;2268;49
USA;BOG;300;135;3
USA;BOG;50;82;9
USA;BOG;96557;334185;64
USA;BOG;1094;15211;7
USA;BOG;725;12112;5
USA;BOG;12425;32305;127557584
USA;BOG;159;1610;1
USA;BOG;502168;91890;9
USA;BOG;211098;21109;8
USA;BOG;538936;53893;6
USA;BOG;52590;63760;4
USA;BOG;6600;1646;85
USA;BOG;9628;2492;52
USA;BOG;700;429;35
USA;BOG;1;4000;15997720
USA;BOG;5000;780;3085586
USA;BOG;2200;390;1499475
USA;BOG;6013;27762;109823140
USA;BOG;7125;1710;6535705
USA;BOG;680;877;2
USA;BOG;380;647;8
USA;BOG;20606;5749;7
USA;BOG;4880;2217;2
USA;BOG;80;430;8
USA;BOG;135;484;65
USA;BOG;102;197;64
USA;BOG;2200;308;1177191
USA;BOG;288;178;8
USA;BOG;136;953;3741258
USA;BOG;58;3;48
USA;BOG;68;690;2759606
USA;BOG;6768751;1624500;24
USA;BOG;105854;136551;66
USA;BOG;107643;175207;21
USA;BOG;169731;273339;5
USA;BOG;162229;287042;61
USA;BOG;165404;888379;5
USA;BOG;520;1866;8
USA;BOG;1060;2396;56
USA;BOG;2924284;409399;76
USA;BOG;572035;120127;35
USA;BOG;250;105;411120
USA;BOG;1982470;3805533;69
USA;BOG;33;133;520752
USA;BOG;35700;9332;5
USA;BOG;11010;5022;44
USA;BOG;19480;2922;11537633
USA;BOG;280;95;2
USA;BOG;100;22;5
USA;BOG;11800;1941;35
USA;BOG;22040;5595;6
USA;BOG;4500;450;1799329
USA;BOG;24840;6389;1
USA;BOG;544;516;8
USA;BOG;900;252;9
USA;BOG;162;43;89
USA;BOG;8;78;311955
USA;BOG;2289;6413;4
USA;BOG;2695;673;75
USA;BOG;62012;11186;23
USA;BOG;335546;55087;45
USA;BOG;6912;1900;32
USA;BOG;125;368;75
USA;BOG;23;126;5
USA;BOG;60;106;2
USA;BOG;800;120;471092
USA;BOG;3153;3907;2
USA;BOG;52;560;2225490
USA;BOG;78217;28482;74
USA;BOG;29850;4943;75
USA;BOG;193900;25003;4
USA;BOG;11149;3627;37
USA;BOG;2094;2925;1
USA;BOG;516;3033;17
USA;BOG;959;3931;9
USA;BOG;104;592;8
USA;BOG;836;12428;5
USA;BOG;4186;12555;50218870
USA;BOG;482;1584;6335857
USA;BOG;11731;31988;28
USA;BOG;224200;70240;268460792
USA;BOG;34400;5061;5
USA;BOG;420;58;8
USA;BOG;37;37;147376
USA;BOG;28728;5171;4
USA;BOG;3750;375;1499441
USA;BOG;4980;498;1991257
USA;BOG;8382;50560;22
USA;BOG;3700;1062;4193349
USA;BOG;35;45;15
USA;BOG;200;502;56
USA;BOG;120;294;1123682
USA;BOG;120;18;68796
USA;BOG;19327;4385;91
USA;BOG;650;94;5
USA;BOG;400;400;1572200
USA;BOG;48;48;191191
USA;BOG;548348;99384;24
USA;BOG;383508;38489;8
USA;BOG;318410;54767;13
USA;BOG;724937;73731;294536047
USA;BOG;1288773;225664;29
USA;BOG;26814;79269;7
USA;BOG;71061;30632;98
USA;BOG;410796;134688;23
USA;BOG;18900;2800;11195828
USA;BOG;18750;3248;12750900
USA;BOG;108243;112169;4
USA;BOG;365390;111679;86
USA;BOG;2780;1912;7506072
USA;BOG;800;184;722341
USA;BOG;280;64;4
USA;BOG;13320;1428;9
USA;BOG;2520;1297;8
USA;BOG;77693;87848;5
USA;BOG;1220;8833;28
USA;BOG;399;2119;4
USA;BOG;52;430;5
USA;BOG;42;198;24
USA;BOG;2809;10423;58
USA;BOG;15660;4961;48
USA;BOG;900;171;681118
USA;BOG;100;65;258904
USA;BOG;400;120;477978
USA;BOG;3230;560;6
USA;BOG;40;20;79663
USA;BOG;10100;2531;10081352
USA;BOG;128;1744;4
USA;BOG;15175633;3523348;47
USA;BOG;5999494;979169;78
USA;BOG;12465728;2191620;97
USA;BOG;833248;459620;99
USA;BOG;238522;247837;57
USA;BOG;252307;337003;14
USA;BOG;468532;94074;62
USA;BOG;22339;9881;33
USA;BOG;4556241;699676;51
USA;BOG;291828;61962;11
USA;BOG;280;118;461131
USA;BOG;5028635;9819010;79
USA;BOG;5895;38344;2
USA;BOG;598;7043;92
USA;BOG;141;834;81
USA;BOG;771;5688;82
USA;BOG;12345;122764;44
USA;BOG;4452100;332673;87
USA;BOG;25530;21510;5
USA;BOG;2749266;1089827;21
USA;BOG;121748;18048;15
USA;BOG;734379;107675;78
USA;BOG;1462;180;5
USA;BOG;95560;23725;93873164
USA;BOG;101122;55220;37
USA;BOG;26709;18923;3
USA;BOG;790;401;2
USA;BOG;1685377;262588;4
USA;BOG;110327;29981;53
USA;BOG;827;299;29
USA;BOG;971194;1946346;95
USA;BOG;161;368;5
USA;BOG;18547;139929;5
USA;BOG;30939;205505;37
USA;BOG;1747;8748;75
USA;BOG;10340;66054;14
USA;BOG;16738;76014;300702262
USA;BOG;3293;33636;12
USA;BOG;28030;151368;35
USA;BOG;6151;34808;46
USA;BOG;182580;829808;67
USA;BOG;91;1698;75
USA;BOG;11000;847;3316369
USA;BOG;353820;84014;63
USA;BOG;221040;71592;88
USA;BOG;50000;4100;16053263
USA;BOG;18;1263;62
USA;BOG;38;1640;48
USA;BOG;60;873;52
USA;BOG;57;6529;72
USA;BOG;45;573;71
USA;BOG;1098;18028;7
USA;BOG;27;6740;26846431
USA;BOG;6;1575;6273461
USA;BOG;12;2472;9846346
USA;BOG;11;1876;7472389
USA;BOG;26;4451;17729000
USA;BOG;11;1404;5592342
USA;BOG;0;6717;6
USA;BOG;600;3219;75
USA;BOG;597;6500;25563045
USA;BOG;6000;720;2848233
USA;BOG;8540;24390;8
USA;BOG;11;85;61
USA;BOG;231;1695;65
USA;BOG;467;4702;82
USA;BOG;1281;5643;4
USA;BOG;145;502;45
USA;BOG;58;174;54
USA;BOG;263;1655;9
USA;BOG;1306;4496;74
USA;BOG;32257;91295;25
USA;BOG;3930;419;5
USA;BOG;0;2;5
USA;BOG;1;29;8
USA;BOG;0;4;5
USA;BOG;1;4154;56
USA;BOG;2;236;18
USA;BOG;34;85868;27
USA;BOG;1;15365;87
USA;BOG;3;13227;72
USA;BOG;1;14000;55394640
USA;BOG;2;8033;18
USA;BOG;1;8528;1
USA;BOG;390;54;6
USA;BOG;310;48;6
USA;BOG;570;79;8
USA;BOG;70;0;7
USA;BOG;95;0;1
USA;BOG;244;9;8
USA;BOG;360;57;6
USA;BOG;2966;1153;81
USA;BOG;50;5;19915
USA;BOG;49;147;8
USA;BOG;0;0;2
USA;BOG;53050;245907;97
USA;BOG;136307;1019599;36
USA;BOG;263;1520;52
USA;BOG;2785;22757;68
USA;BOG;69185;357447;94
USA;BOG;281034;2318055;86
USA;BOG;4299;35035;138789988
USA;BOG;80224;595250;56
USA;BOG;1205;11336;31
USA;BOG;30;76;62
USA;BOG;24788;7000;27639780
USA;BOG;24;667;95
USA;BOG;12492;5000;19742700
USA;BOG;131;61357;63
USA;BOG;2;7139;25
USA;BOG;1;2360;42
USA;BOG;11430;3026;9
USA;BOG;52985;16168;15
USA;BOG;5;410;12
USA;BOG;10;231;31
USA;BOG;55;824;97
USA;BOG;130;8888;82
USA;BOG;30;605;12
USA;BOG;1493;29915;39
USA;BOG;1493;74;65
USA;BOG;15;30;119726
USA;BOG;0;2;7981
USA;BOG;20;20;79817
USA;BOG;144;1989;77
USA;BOG;96;1055;4
USA;BOG;664;516;1
USA;BOG;49;720;2842948
USA;BOG;150;28;5
